TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season,Month,SeasonType
1610612755,Philadelphia 76ers,2,2,0,1.0,48.0,40.0,80.0,0.5,9.0,30.0,0.3,21.5,31.5,0.683,9.5,35.5,45.0,23.0,21.5,7.5,5.0,4.0,27.5,27.5,110.5,7.5,26,7,1,1,3,8,28,1,29,27,28,7,4,28,15,22,18,17,28,21,14,11,27,3,14,10,2020-21,3,Pre Season
1610612756,Phoenix Suns,4,0,4,0.0,48.0,38.3,88.0,0.435,12.3,35.8,0.343,15.5,19.8,0.785,8.3,35.8,44.0,22.5,17.8,9.3,2.5,3.0,28.3,20.8,104.3,-9.8,1,25,30,25,3,16,18,16,18,20,16,26,29,6,22,21,22,19,13,13,29,4,28,23,23,25,2020-21,3,Pre Season
1610612757,Portland Trail Blazers,4,1,3,0.25,48.0,38.3,92.3,0.415,12.0,32.8,0.366,17.5,22.0,0.795,10.0,33.0,43.0,19.5,15.8,8.8,5.0,6.0,24.0,22.8,106.0,-13.5,1,19,24,23,3,16,4,24,20,25,10,17,20,3,9,28,24,28,8,17,14,23,15,19,20,27,2020-21,3,Pre Season
1610612758,Sacramento Kings,4,2,2,0.5,48.0,37.5,91.8,0.409,13.0,42.8,0.304,22.5,31.3,0.72,9.5,39.0,48.5,24.0,17.8,9.3,6.3,7.5,21.5,25.0,110.5,-4.3,1,7,15,14,3,20,8,27,13,5,26,5,5,16,15,9,10,14,13,13,7,28,12,10,14,19,2020-21,3,Pre Season
1610612759,San Antonio Spurs,3,0,3,0.0,48.0,36.7,91.0,0.403,10.7,34.0,0.314,20.0,28.0,0.714,10.3,32.7,43.0,21.0,14.3,10.3,4.3,4.7,20.3,22.0,104.0,-16.3,14,25,24,25,3,25,11,28,26,23,24,10,9,19,8,29,24,27,4,7,17,17,6,20,24,28,2020-21,3,Pre Season
1610612761,Toronto Raptors,3,2,1,0.667,48.0,37.3,88.7,0.421,18.3,51.7,0.355,16.3,23.3,0.7,6.3,33.7,40.0,25.7,19.0,14.0,4.3,3.7,29.7,24.0,109.3,0.7,14,7,6,10,3,21,16,22,2,1,13,20,17,24,29,26,29,5,22,1,17,9,29,13,16,14,2020-21,3,Pre Season
1610612762,Utah Jazz,3,3,0,1.0,48.0,39.3,82.7,0.476,17.7,44.0,0.402,22.0,27.7,0.795,7.7,38.7,46.3,25.7,15.7,6.7,2.7,2.3,21.0,25.7,118.3,17.7,14,2,1,1,3,10,22,4,3,4,5,6,10,4,24,10,15,5,7,25,27,1,9,8,5,3,2020-21,3,Pre Season
1610612764,Washington Wizards,3,1,2,0.333,48.0,37.0,88.0,0.42,12.0,38.3,0.313,13.7,20.0,0.683,8.3,36.3,44.7,22.7,19.3,12.0,3.0,3.3,20.7,20.0,99.7,-4.3,14,19,15,20,3,22,18,23,20,13,25,30,28,27,21,18,21,18,23,2,24,7,7,27,27,20,2020-21,3,Pre Season
1610612737,Atlanta Hawks,4,3,1,0.75,48.0,42.0,87.5,0.48,16.3,39.8,0.409,28.5,33.5,0.851,11.5,38.3,49.8,26.0,15.8,5.0,4.3,4.0,22.5,24.5,128.8,8.5,16,6,1,6,9,12,20,8,2,4,4,1,1,1,7,4,2,8,16,30,22,5,21,3,1,6,2020-21,3,Regular Season
1610612738,Boston Celtics,5,3,2,0.6,48.0,42.8,89.8,0.477,12.0,30.2,0.397,15.6,21.0,0.743,11.6,30.2,41.8,23.0,14.0,10.8,6.4,6.2,19.6,20.0,113.2,-0.8,1,6,7,7,9,7,12,9,17,25,6,21,22,22,6,30,26,20,7,2,3,26,8,16,13,16,2020-21,3,Regular Season
